Vehicle Style,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,highway MPG,city mpg,Popularity,MSRP
4dr SUV,Suzuki,Grand Vitara,2013,regular unleaded,166,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,23,19,481,25949
4dr SUV,Suzuki,Grand Vitara,2013,regular unleaded,166,4,AUTOMATIC,rear wheel drive,4,Crossover,Compact,25,19,481,22349
4dr SUV,Suzuki,Grand Vitara,2013,regular unleaded,166,4,MANUAL,rear wheel drive,4,Crossover,Compact,26,19,481,19949
4dr SUV,Suzuki,Grand Vitara,2013,regular unleaded,166,4,AUTOMATIC,rear wheel drive,4,Crossover,Compact,25,19,481,24449
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,24599
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,29549
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,27949
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,28349
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,25949
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,24599
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,31749
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,26999
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,27549
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,24349
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,25949
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,26199
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,25399
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,16,481,28649
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,27049
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,22999
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,30149
4dr SUV,Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,26749
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,22,15,481,25199
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,22,15,481,29149
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,22,15,481,29149
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,27499
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,26599
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,23549
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,25099
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,21599
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,25049
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,22,15,481,26699
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,22,15,481,26749
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,22,16,481,27499
4dr SUV,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,22,15,481,28249
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,17,481,28280
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,23,16,481,29930
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,17,481,28580
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,23,16,481,29079
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,17,481,27429
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,17,481,25745
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,23,16,481,27395
4dr SUV,Suzuki,XL7,2009,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,23,16,481,30230
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,front wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,16599
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,29,23,481,19349
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,all wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,16999
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,all wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,18249
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,30,23,481,17799
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,30,23,481,18299
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,150,4,MANUAL,front wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,17099
4dr Hatchback,Suzuki,SX4,2011,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,29,23,481,18599
4dr Hatchback,Suzuki,SX4,2012,regular unleaded,150,4,MANUAL,front wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,16799
4dr Hatchback,Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,29,23,481,18875
4dr Hatchback,Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,29,23,481,19649
4dr Hatchback,Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,30,23,481,17999
4dr Hatchback,Suzuki,SX4,2012,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,30,23,481,18499
4dr Hatchback,Suzuki,SX4,2012,regular unleaded,150,4,MANUAL,all wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,18549
4dr Hatchback,Suzuki,SX4,2012,regular unleaded,150,4,MANUAL,all wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,16999
4dr Hatchback,Suzuki,SX4,2013,regular unleaded,150,4,MANUAL,all wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,19349
4dr Hatchback,Suzuki,SX4,2013,regular unleaded,150,4,MANUAL,all wheel drive,4,"Crossover,Hatchback",Compact,30,22,481,16999
4dr Hatchback,Suzuki,SX4,2013,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,29,23,481,19175
4dr Hatchback,Suzuki,SX4,2013,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Compact,30,23,481,18349
4dr Hatchback,Suzuki,SX4,2013,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Compact,29,23,481,20449
4dr Hatchback,Suzuki,Reno,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,Hatchback,Compact,28,20,481,15399
4dr Hatchback,Suzuki,Reno,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,16299
4dr Hatchback,Suzuki,Reno,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,Hatchback,Compact,28,20,481,14249
4dr Hatchback,Suzuki,Reno,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,Hatchback,Compact,28,20,481,13299
4dr Hatchback,Suzuki,Reno,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,15149
4dr Hatchback,Suzuki,Reno,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,14199
4dr Hatchback,Suzuki,Reno,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,14699
4dr Hatchback,Suzuki,Reno,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,15049
4dr Hatchback,Suzuki,Reno,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,15199
4dr Hatchback,Suzuki,Reno,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,Hatchback,Compact,28,20,481,13599
4dr Hatchback,Suzuki,Reno,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,Hatchback,Compact,28,20,481,14099
4dr Hatchback,Suzuki,Reno,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,Hatchback,Compact,28,20,481,13839
4dr Hatchback,Suzuki,Reno,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,Hatchback,Compact,28,20,481,14339
4dr Hatchback,Suzuki,Reno,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,15349
4dr Hatchback,Suzuki,Reno,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,28,19,481,14939
2dr Hatchback,Suzuki,Swift,1999,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,39,33,481,2000
2dr Hatchback,Suzuki,Swift,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,38,31,481,2000
2dr Hatchback,Suzuki,Swift,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,38,31,481,2000
2dr Hatchback,Suzuki,Swift,2001,regular unleaded,79,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,31,26,481,9949
2dr Hatchback,Suzuki,Swift,2001,regular unleaded,79,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,31,26,481,10949
2dr Hatchback,Suzuki,Swift,2001,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,38,31,481,9299
2dr Hatchback,Suzuki,Swift,2001,regular unleaded,79,4,MANUAL,front wheel drive,2,Hatchback,Compact,38,31,481,10299
Sedan,Tesla,Model S,2014,electric,518,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,High-Performance",Large,90,88,1391,79900
Sedan,Tesla,Model S,2014,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,High-Performance",Large,94,86,1391,104500
Sedan,Tesla,Model S,2014,electric,518,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,High-Performance",Large,90,88,1391,93400
Sedan,Tesla,Model S,2015,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,High-Performance",Large,106,95,1391,85000
Sedan,Tesla,Model S,2015,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,High-Performance",Large,98,89,1391,105000
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,High-Performance",Large,105,92,1391,134500
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,High-Performance",Large,107,101,1391,89500
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,High-Performance",Large,100,91,1391,112000
Sedan,Tesla,Model S,2014,electric,518,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,Performance",Large,97,94,1391,69900
Sedan,Tesla,Model S,2015,electric,518,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,Performance",Large,97,94,1391,69900
Sedan,Tesla,Model S,2015,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,Performance",Large,102,101,1391,75000
Sedan,Tesla,Model S,2015,electric,518,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,Performance",Large,90,88,1391,80000
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,Performance",Large,105,102,1391,79500
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,Performance",Large,101,98,1391,66000
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,Performance",Large,100,97,1391,74500
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,Performance",Large,107,101,1391,71000
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,all wheel drive,4,"Exotic,Performance",Large,102,101,1391,75000
Sedan,Tesla,Model S,2016,electric,518,0,DIRECT_DRIVE,rear wheel drive,4,"Exotic,Performance",Large,90,88,1391,70000
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,23,17,2031,41365
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,23,17,2031,35740
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,22,17,2031,37615
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,22,17,2031,34695
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,22,17,2031,35725
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,22,17,2031,43400
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,23,17,2031,32820
4dr SUV,Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,22,17,2031,38645
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,37825
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,43620
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,36115
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,22,17,2031,35950
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,22,17,2031,33210
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,38855
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,22,17,2031,41585
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,35085
4dr SUV,Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,41310
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,22,17,2031,36690
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,44360
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,39595
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,41850
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,22,17,2031,42325
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,35885
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,38565
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,21,17,2031,36915
4dr SUV,Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,22,17,2031,34010
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,34750
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,31070
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,44140
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,38050
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,41650
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,42680
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,32530
4dr SUV,Toyota,Highlander,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,20,2031,29765
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,33290
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,36590
4dr SUV,Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,40190
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,34395
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,38775
4dr SUV,Toyota,Highlander,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,20,2031,30490
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,42375
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,44990
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,33475
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,43530
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,32015
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,40915
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,24,18,2031,35855
4dr SUV,Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,19,2031,37315
4dr SUV,Toyota,RAV4 EV,2012,electric,154,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,74,78,2031,49800
4dr SUV,Toyota,RAV4 EV,2013,electric,154,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,74,78,2031,49800
4dr SUV,Toyota,RAV4 EV,2014,electric,154,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,74,78,2031,49800
4dr SUV,Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,31,24,2031,25240
4dr SUV,Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,29,22,2031,29850
4dr SUV,Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,31,24,2031,28450
4dr SUV,Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,29,22,2031,26640
4dr SUV,Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,31,24,2031,23680
4dr SUV,Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,29,22,2031,25080
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,31,24,2031,29265
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,29,22,2031,25750
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,31,24,2031,26270
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,31,24,2031,24350
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,29,22,2031,30665
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,31,24,2031,31510
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,29,22,2031,32910
4dr SUV,Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,29,22,2031,27670
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,29,23,2031,31830
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,28,22,2031,28230
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,28,22,2031,26310
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,30,23,2031,24910
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,28,22,2031,36150
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,28,22,2031,33230
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,29,23,2031,34750
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,30,23,2031,26830
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,30,23,2031,29985
4dr SUV,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,28,22,2031,31385
Wagon,Toyota,Venza,2013,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,26,20,2031,31510
Wagon,Toyota,Venza,2013,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,26,20,2031,27850
Wagon,Toyota,Venza,2013,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,26,20,2031,32960
Wagon,Toyota,Venza,2013,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,26,20,2031,29300
Wagon,Toyota,Venza,2014,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,26,20,2031,29400
Wagon,Toyota,Venza,2014,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,26,20,2031,27950
Wagon,Toyota,Venza,2014,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,26,20,2031,31810
Wagon,Toyota,Venza,2014,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,26,20,2031,33260
Wagon,Toyota,Venza,2015,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,26,20,2031,33560
Wagon,Toyota,Venza,2015,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,26,20,2031,29065
Wagon,Toyota,Venza,2015,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,26,20,2031,32110
Wagon,Toyota,Venza,2015,regular unleaded,181,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,26,20,2031,30515
4dr SUV,Toyota,Highlander Hybrid,2014,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,28,27,2031,47300
4dr SUV,Toyota,Highlander Hybrid,2014,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,28,27,2031,49790
4dr SUV,Toyota,Highlander Hybrid,2015,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,28,27,2031,47850
4dr SUV,Toyota,Highlander Hybrid,2015,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,28,27,2031,50340
4dr SUV,Toyota,Highlander Hybrid,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,28,27,2031,50485
4dr SUV,Toyota,Highlander Hybrid,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,28,27,2031,47870
4dr SUV,Toyota,RAV4 Hybrid,2016,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,31,34,2031,28370
4dr SUV,Toyota,RAV4 Hybrid,2016,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,31,34,2031,33610
4dr SUV,Toyota,RAV4 Hybrid,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,30,34,2031,34030
